timestamp_,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
0.023828,-0.005255,-0.020758,-0.309382,0.466290,-0.255917,-0.157336,-0.000285,0.427503
0.023867,0.008278,-0.037956,-0.314024,0.459687,0.102538,-0.181166,0.020295,0.374111
0.023906,-0.011342,-0.036363,-0.324348,0.455309,0.318630,-0.152080,0.022795,0.032239
0.023945,-0.020576,-0.010681,-0.338894,0.446540,0.109455,-0.221251,0.028064,-0.233996
0.023984,-0.000914,-0.031243,-0.296986,0.468889,-0.196188,-0.157204,0.032594,-0.126119
0.024023,-0.003809,-0.025980,-0.318899,0.465010,-0.399811,-0.175997,0.030982,0.605660
0.024063,-0.009735,-0.031446,-0.322329,0.485343,-0.242750,-0.153402,-0.004644,-0.194234
0.024102,-0.014387,-0.026811,-0.336738,0.484793,0.067540,-0.169416,-0.005334,0.422738
0.024141,0.000412,-0.035725,-0.337623,0.456908,0.231469,-0.177437,0.011622,0.459174
0.024180,-0.011905,-0.036381,-0.312604,0.450523,0.090714,-0.183988,0.026468,0.931394
0.024219,-0.012442,-0.023791,-0.330858,0.467708,-0.157036,-0.199609,0.018410,-0.094441
0.024258,-0.011910,-0.037884,-0.314105,0.471510,-0.304370,-0.147812,-0.000597,0.192719
0.024297,-0.013510,-0.030600,-0.331569,0.449236,-0.227626,-0.152395,0.058542,-0.041296
0.024336,-0.015843,-0.042437,-0.344703,0.454832,0.020033,-0.160478,0.038842,0.515045
0.024375,-0.013473,-0.044856,-0.328843,0.479086,0.180430,-0.178616,0.024231,-0.740098
0.024414,0.000333,-0.035676,-0.357629,0.465723,0.056939,-0.149335,0.017782,0.762617
0.024453,-0.033932,-0.048831,-0.336370,0.447191,-0.098876,-0.185077,0.029605,-0.102874
0.024492,-0.019274,-0.047500,-0.345121,0.430986,-0.259360,-0.210945,0.000500,-0.192481
0.024531,-0.006298,-0.036760,-0.338608,0.474756,-0.197617,-0.166261,0.018212,-0.031276
0.024570,-0.012807,-0.025316,-0.360544,0.470107,-0.004533,-0.200551,0.034550,0.415410
0.024609,-0.017215,-0.055041,-0.359802,0.460995,0.077796,-0.154037,0.049637,-0.326743
0.024648,-0.010905,-0.044916,-0.360351,0.419156,0.082009,-0.149673,0.024132,-0.274098
0.024688,0.001720,-0.044345,-0.361821,0.420082,-0.115479,-0.140462,0.027126,0.898396
0.024727,-0.027093,-0.031756,-0.360292,0.431668,-0.259230,-0.150782,0.011290,-0.030051
0.024766,-0.014016,-0.028712,-0.352720,0.424905,-0.252332,-0.216824,0.002196,0.235379
0.024805,-0.020096,-0.034922,-0.355378,0.455069,-0.004077,-0.102486,0.036956,0.327368
0.024844,-0.016113,-0.025329,-0.366247,0.435891,0.100430,-0.118066,0.002340,0.188424
0.024883,-0.002960,-0.033179,-0.373707,0.427822,0.069598,-0.191561,0.066565,-0.815662
0.024922,-0.019557,-0.030289,-0.362504,0.434946,-0.072964,-0.140809,0.039490,0.100284
0.024961,0.005506,-0.033853,-0.356272,0.408186,-0.201718,-0.115927,0.052475,-0.156880
0.025000,-0.024889,-0.044195,-0.352683,0.404346,-0.222267,-0.105911,0.030276,0.668694
0.025039,-0.023573,-0.041275,-0.349430,0.412796,-0.058174,-0.165871,0.047001,0.819571
0.025078,-0.018399,-0.021840,-0.355479,0.399796,0.061856,-0.108223,0.022688,-0.241222
0.025117,-0.024385,-0.036202,-0.349698,0.409141,0.027579,-0.136284,0.031251,0.357258
0.025156,-0.027251,-0.054721,-0.375241,0.403507,-0.064739,-0.179673,0.017286,0.429626
0.025195,-0.031677,-0.037021,-0.373169,0.400001,-0.149561,-0.137538,0.011339,-0.291733
0.025234,-0.011369,-0.039676,-0.386604,0.387349,-0.162207,-0.125396,0.012822,0.369225
0.025273,-0.026267,-0.027379,-0.381600,0.374242,-0.080647,-0.185819,0.044154,-0.280140
0.025313,-0.027102,-0.025698,-0.385372,0.389229,0.031086,-0.093773,0.010193,0.479500
0.025352,-0.037747,-0.028550,-0.370353,0.371006,0.032749,-0.164036,0.017149,-0.185068
0.025391,0.006362,-0.038435,-0.376083,0.364050,-0.107778,-0.127558,0.021051,0.116725
0.025430,-0.020504,-0.045746,-0.412109,0.362420,-0.141028,-0.138227,0.023491,-0.251706
0.025469,-0.033525,-0.037854,-0.375542,0.363342,-0.178844,-0.095703,0.014078,0.051570
0.025508,-0.017845,-0.037919,-0.365117,0.359136,-0.071509,-0.194479,0.040284,0.872397
0.025547,-0.022160,-0.041618,-0.380453,0.352981,0.007457,-0.092991,0.030241,-0.465086
0.025586,-0.048599,-0.049145,-0.406792,0.349665,0.005239,-0.148401,0.023351,-0.276170
0.025625,-0.025784,-0.030314,-0.389608,0.341173,-0.050178,-0.112154,0.043438,-0.549891
0.025664,-0.026054,-0.045443,-0.401386,0.372524,-0.153157,-0.114445,0.014750,0.716368
0.025703,-0.029500,-0.032759,-0.389948,0.343324,-0.121915,-0.150495,0.041584,0.363724
0.025742,-0.021033,-0.032049,-0.396381,0.346192,-0.114351,-0.125028,0.029387,0.971441
0.025781,-0.015920,-0.037525,-0.398310,0.315936,-0.036601,-0.110634,0.015638,1.017851
0.025820,-0.035627,-0.024709,-0.388523,0.334466,-0.030198,-0.095927,0.008846,-0.637028
0.025859,-0.048952,-0.039643,-0.398012,0.323590,-0.018122,-0.124392,0.011966,-0.005550
0.025898,-0.038489,-0.025790,-0.392080,0.312641,-0.119624,-0.155504,0.049242,0.538198
0.025937,-0.041627,-0.049271,-0.414198,0.282020,-0.134369,-0.083329,0.016968,0.185405
0.025977,-0.026065,-0.040325,-0.412902,0.294028,-0.106910,-0.097553,0.010408,0.197947
0.026016,-0.031446,-0.046336,-0.407034,0.299824,-0.005111,-0.150957,0.025144,-0.393243
0.026055,-0.009017,-0.044238,-0.409218,0.285026,-0.047663,-0.083950,0.026599,0.354661
0.026094,-0.022515,-0.032786,-0.406445,0.253071,-0.035707,-0.078039,0.038882,-0.024295
0.026133,-0.023193,-0.035259,-0.393922,0.249860,-0.067443,-0.150505,-0.014534,0.211421
0.026172,-0.019023,-0.041182,-0.403032,0.280046,-0.069423,-0.088807,0.051919,0.265243
0.026211,-0.048684,-0.040122,-0.430538,0.264112,-0.099821,-0.110609,0.015367,0.539156
0.026250,-0.033025,-0.048948,-0.383860,0.255481,-0.089669,-0.093912,0.043291,0.622225
0.026289,-0.045664,-0.037947,-0.414142,0.240970,-0.022664,-0.120078,0.025012,-0.252909
0.026328,-0.027090,-0.031357,-0.416380,0.244744,-0.056464,-0.090402,-0.004228,0.402975
0.026367,-0.042996,-0.038192,-0.405850,0.245116,-0.097494,-0.073636,0.017127,-0.131160
0.026406,-0.019600,-0.046840,-0.413079,0.256898,-0.086902,-0.102413,0.036668,0.184918
0.026445,-0.031496,-0.031180,-0.433324,0.223583,-0.108779,-0.090509,0.034934,0.132140
0.026484,-0.028262,-0.041450,-0.435187,0.207946,-0.040814,-0.035524,0.023557,0.254240
0.026523,-0.041966,-0.040738,-0.422975,0.240408,-0.005607,-0.059561,-0.005597,-0.237406
0.026562,-0.045590,-0.043554,-0.419128,0.186532,-0.055731,-0.045719,0.030426,0.113692
0.026602,-0.033959,-0.044111,-0.430910,0.205127,-0.097624,-0.038345,0.053371,0.325141
0.026641,-0.017362,-0.029790,-0.443033,0.190539,-0.113946,-0.073812,0.051595,0.205049
0.026680,-0.029895,-0.038234,-0.439967,0.193838,-0.084644,-0.056301,0.015862,0.060953
0.026719,-0.055890,-0.043319,-0.440808,0.200687,-0.092871,-0.075828,0.058578,0.198430
0.026758,-0.040286,-0.042512,-0.449548,0.167387,-0.034543,-0.078221,0.041301,-0.270255
0.026797,-0.029715,-0.026631,-0.450927,0.192869,-0.027241,-0.018262,0.043722,0.593292
0.026836,-0.029860,-0.024559,-0.437227,0.169111,-0.104654,-0.067393,0.037585,0.027702
0.026875,-0.032829,-0.032955,-0.418362,0.170314,-0.060706,-0.046070,0.070600,1.082699
0.026914,-0.045357,-0.037562,-0.465865,0.159793,-0.120010,-0.025965,0.029497,0.199357
0.026953,-0.043765,-0.040369,-0.432433,0.156731,-0.062657,-0.048405,0.043022,0.742784
0.026992,-0.027677,-0.009330,-0.438292,0.138660,-0.081579,0.010804,0.028700,0.356050
0.027031,-0.044765,-0.037265,-0.440761,0.151532,-0.038891,-0.020261,0.032842,0.382099
0.027070,-0.020403,-0.039726,-0.435429,0.126032,-0.073221,-0.021080,0.016743,-0.079584
0.027109,-0.039637,-0.030381,-0.446073,0.113648,-0.110541,-0.082768,0.032022,-0.083303
0.027148,-0.043531,-0.042812,-0.442472,0.095565,-0.092103,-0.060107,0.019838,-0.328508
0.027187,-0.039058,-0.040502,-0.437736,0.093264,-0.076852,0.008861,0.018465,0.140691
0.027227,-0.045070,-0.045716,-0.455439,0.103700,-0.063909,-0.028961,0.030051,0.408267
0.027266,-0.054246,-0.046910,-0.450155,0.123891,-0.079220,-0.008370,0.043932,-0.337950
0.027305,-0.041641,-0.024732,-0.439001,0.099948,-0.096808,0.001431,0.075645,0.360629
0.027344,-0.041060,-0.021680,-0.433505,0.089354,-0.095590,-0.005177,0.002901,0.865322
0.027383,-0.048025,-0.044268,-0.458879,0.093172,-0.095942,0.085429,0.055725,-0.273921
0.027422,-0.024532,-0.025997,-0.427894,0.069978,-0.070348,-0.023173,0.028870,-0.496692
0.027461,-0.044579,-0.026186,-0.451232,0.062995,-0.001524,-0.024245,0.019361,1.109577
0.027500,-0.032792,-0.035500,-0.429239,0.061002,-0.059119,0.051649,0.028015,-0.081958
0.027539,-0.049979,-0.030830,-0.456448,0.052418,-0.074149,-0.006432,0.003072,-0.212917
0.027578,-0.052126,-0.034832,-0.446488,0.059890,-0.069578,0.010613,0.018620,-0.016813
0.027617,-0.052914,-0.035651,-0.457545,0.031459,-0.071373,0.009278,0.012109,-0.121762
0.027656,-0.042923,-0.036471,-0.461497,0.025927,-0.062350,-0.010215,0.074988,0.109031
0.027695,-0.029442,-0.028342,-0.457808,0.030617,-0.055423,0.013367,0.011317,0.448943
0.027734,-0.046417,-0.042795,-0.449024,0.008710,-0.031998,-0.008302,0.035754,0.185976
0.027773,-0.056592,-0.028099,-0.461723,0.025047,-0.054668,0.011372,0.019720,-0.293785
0.027813,-0.042291,-0.021226,-0.461859,0.015716,-0.036972,0.029804,0.023083,-0.170791
0.027852,-0.056165,-0.026979,-0.459678,-0.011188,-0.080798,-0.008906,0.055753,0.681593
0.027891,-0.040857,-0.032662,-0.452262,0.010366,-0.060773,0.016476,0.049996,0.029505
0.027930,-0.047688,-0.019374,-0.458897,-0.035425,-0.058182,0.035840,0.042353,-0.060601
0.027969,-0.032733,-0.028706,-0.452475,-0.019494,-0.031859,0.083640,0.066920,0.293130
0.028008,-0.055322,-0.023962,-0.460777,-0.053468,-0.055684,0.054880,0.049085,-0.308003
0.028047,-0.054790,-0.033191,-0.445386,-0.035492,-0.073041,0.011063,0.040462,0.206513
0.028086,-0.043311,-0.038009,-0.445634,-0.019776,-0.061001,-0.020146,0.039618,-0.604560
0.028125,-0.033446,-0.027020,-0.449652,-0.058738,-0.061108,-0.023959,0.056258,-0.769980
0.028164,-0.048454,-0.027234,-0.445218,-0.054504,-0.075590,0.038650,0.030658,-0.138642
0.028203,-0.049755,-0.021028,-0.467464,-0.037925,-0.038451,0.096515,0.026329,-0.036930
0.028242,-0.050984,-0.019913,-0.460017,-0.064632,-0.031398,0.079064,0.018705,-0.419610
0.028281,-0.045523,-0.032492,-0.465564,-0.098340,-0.051642,0.039933,0.007252,0.496055
0.028320,-0.034000,-0.031936,-0.453931,-0.091863,-0.085750,0.062359,0.039151,0.636815
0.028359,-0.043977,0.000086,-0.451891,-0.105637,-0.051083,0.092639,0.008628,-0.209088
0.028398,-0.048575,-0.037467,-0.471641,-0.094692,-0.074192,0.079256,0.008981,-0.142890
0.028438,-0.063926,-0.039026,-0.464902,-0.107554,-0.046118,0.093908,0.041760,-0.453532
0.028477,-0.045134,-0.038195,-0.466826,-0.108916,-0.081747,0.108355,0.045015,0.115205
0.028516,-0.043209,-0.034028,-0.476236,-0.097514,-0.074287,0.074496,0.020375,-0.290188
0.028555,-0.049140,-0.030778,-0.486238,-0.099621,-0.091764,0.106761,0.060805,-0.856598
0.028594,-0.060247,-0.037067,-0.485592,-0.118287,-0.073058,0.056125,0.032231,0.166439
0.028633,-0.053097,-0.037799,-0.433318,-0.148803,-0.073016,0.090981,0.039407,0.075043
0.028672,-0.059248,-0.016942,-0.457591,-0.131205,-0.044234,0.062479,-0.018769,-0.344254
0.028711,-0.049375,-0.020428,-0.450930,-0.141053,-0.071599,0.149917,0.009505,-0.131328
0.028750,-0.066302,-0.027252,-0.448592,-0.186769,-0.060895,0.064738,0.006437,-0.384356
0.028789,-0.061301,-0.008552,-0.477907,-0.151405,-0.066858,0.103074,0.017817,-0.236191
0.028828,-0.038855,-0.007528,-0.463554,-0.193472,-0.068814,0.089314,0.036531,-0.362589
0.028867,-0.040308,-0.011677,-0.470480,-0.177120,-0.044928,0.102492,0.037232,0.409169
0.028906,-0.054969,-0.020965,-0.438740,-0.197229,-0.065931,0.088733,0.044276,-0.536033
0.028945,-0.075627,-0.017379,-0.466246,-0.181375,-0.020111,0.058646,0.020931,-0.000562
0.028984,-0.067899,-0.008163,-0.464788,-0.200181,-0.025238,0.073345,0.028771,-0.746147
0.029023,-0.034703,-0.021154,-0.467162,-0.226799,-0.071655,0.097383,0.028820,-0.419831
0.029063,-0.030395,-0.030802,-0.470719,-0.227963,-0.078964,0.107121,0.023198,0.084571
0.029102,-0.038669,-0.025545,-0.486455,-0.207295,-0.062153,0.103978,0.026224,0.016671
0.029141,-0.051413,-0.014447,-0.471372,-0.248104,-0.047543,0.073854,0.052000,-0.171670
0.029180,-0.053047,-0.007842,-0.475608,-0.231585,-0.070803,0.189961,0.024919,-0.052330
0.029219,-0.042317,-0.017567,-0.467717,-0.248925,-0.065155,0.109011,0.027775,-0.061589
0.029258,-0.062871,-0.022870,-0.464026,-0.215976,-0.061541,0.074966,0.021930,0.098961
0.029297,-0.045670,-0.011706,-0.469204,-0.248611,-0.055157,0.141740,0.033593,-0.753381
0.029336,-0.048723,-0.015994,-0.450822,-0.271409,-0.046510,0.117089,0.018604,-0.255311
0.029375,-0.046392,-0.019108,-0.452018,-0.237894,-0.077040,0.130319,0.039941,0.027192
0.029414,-0.057865,-0.012318,-0.448458,-0.270132,-0.053605,0.101746,0.035487,0.041801
0.029453,-0.057722,0.001887,-0.467788,-0.283859,-0.057094,0.090027,0.017811,0.270085
0.029492,-0.061564,-0.026775,-0.440686,-0.266535,-0.055204,0.157781,0.040155,-0.274464
0.029531,-0.063560,-0.019172,-0.448042,-0.268401,-0.044861,0.138354,0.026911,-0.545773
0.029570,-0.042696,-0.022200,-0.473558,-0.296789,-0.075113,0.102763,0.003267,0.014139
0.029609,-0.053202,-0.015811,-0.451155,-0.303759,-0.044034,0.095218,0.043734,-0.800801
0.029648,-0.046273,-0.024335,-0.474199,-0.308772,-0.026791,0.079999,0.026580,-0.456119
0.029687,-0.048291,-0.015561,-0.438031,-0.309430,-0.006991,0.084889,0.029861,-0.231822
0.029727,-0.050102,-0.002660,-0.473615,-0.328208,-0.071223,0.133711,0.053356,-0.438854
0.029766,-0.069142,-0.015590,-0.459890,-0.326792,-0.052439,0.108528,0.080564,-0.612763
0.029805,-0.046594,-0.006521,-0.445495,-0.332651,-0.061696,0.089571,0.076789,0.013720
0.029844,-0.046752,-0.012889,-0.442000,-0.351195,-0.057371,0.155255,0.021060,-0.286022
0.029883,-0.062637,-0.009834,-0.446915,-0.346885,-0.032630,0.080515,0.007372,-0.110905
0.029922,-0.036002,-0.015728,-0.447022,-0.330076,-0.094206,0.158489,-0.027860,0.098765
0.029961,-0.043896,-0.017171,-0.464562,-0.335725,-0.073077,0.127056,-0.007358,-0.192120
0.030000,-0.076408,-0.010344,-0.454203,-0.361468,-0.050584,0.131091,0.033498,-0.156306
0.030039,-0.059732,-0.003801,-0.472835,-0.368827,-0.073345,0.086397,0.037034,-0.437038
0.030078,-0.047542,0.001279,-0.439417,-0.361149,-0.036854,0.136515,0.060372,-0.506436
0.030117,-0.049381,-0.006600,-0.456340,-0.372799,-0.041082,0.107658,0.057071,-0.042663
0.030156,-0.027465,-0.012759,-0.444312,-0.379762,-0.089276,0.126873,0.053517,-0.090469
0.030195,-0.054206,-0.017233,-0.456810,-0.371703,-0.007628,0.058747,0.002945,0.024515
0.030234,-0.064206,-0.012683,-0.440722,-0.352308,-0.031113,0.122301,-0.029630,0.031122
0.030273,-0.063160,-0.013266,-0.432059,-0.405418,-0.072036,0.087374,-0.017884,-0.240370
0.030312,-0.050645,0.016715,-0.447723,-0.341864,-0.031961,0.145871,0.001574,-0.150901
0.030352,-0.050505,0.009919,-0.456708,-0.385046,-0.029034,0.082906,0.042827,-0.038287
0.030391,-0.066590,0.001653,-0.423273,-0.389690,-0.042200,0.134912,0.052902,-0.242948
0.030430,-0.056933,-0.030929,-0.440891,-0.401077,-0.009700,0.079640,0.051598,0.107058
0.030469,-0.043449,0.008254,-0.455189,-0.397504,-0.023148,0.086212,0.071479,-0.653600
0.030508,-0.054906,-0.005007,-0.469542,-0.429632,-0.053110,0.150071,0.028135,0.104958
0.030547,-0.045002,-0.022576,-0.424795,-0.430058,-0.097105,0.090939,0.020203,0.395208
0.030586,-0.037462,-0.006615,-0.436098,-0.409814,-0.061244,0.039161,0.012084,-0.007906
0.030625,-0.042462,-0.000179,-0.402916,-0.444055,-0.026032,0.129293,0.028954,0.383456
0.030664,-0.042645,-0.011213,-0.412996,-0.415550,-0.064438,0.098559,0.018861,-0.220361
0.030703,-0.041533,-0.000967,-0.431025,-0.440205,-0.058764,0.123433,0.056874,0.138140
0.030742,-0.048523,0.000413,-0.441083,-0.439071,-0.061972,0.044925,0.049052,0.123193
0.030781,-0.066866,-0.014826,-0.412525,-0.446589,-0.054016,0.131353,0.052093,-0.252368
0.030820,-0.046338,0.002309,-0.432560,-0.435298,-0.065476,0.110808,0.047225,0.631409
0.030859,-0.066261,0.010941,-0.444428,-0.448914,-0.061542,0.101272,0.032730,-0.036020
0.030898,-0.047658,-0.006821,-0.419556,-0.430434,-0.038753,0.133290,-0.028905,0.000629
0.030937,-0.036315,-0.000164,-0.434474,-0.450556,-0.036365,0.108048,0.037621,0.199426
0.030977,-0.059860,0.000323,-0.430171,-0.464721,-0.073453,0.089969,0.005206,0.675351
0.031016,-0.056584,-0.007808,-0.412618,-0.488913,-0.050401,0.085444,0.036504,0.475448
0.031055,-0.039460,0.001968,-0.424595,-0.466824,-0.046362,0.069078,0.027324,0.397903
0.031094,-0.043026,0.012276,-0.412091,-0.475664,-0.032321,0.056862,0.032446,-0.558979
0.031133,-0.041962,-0.009895,-0.428799,-0.468659,-0.046308,0.091865,0.027360,0.145361
0.031172,-0.051320,-0.010241,-0.419450,-0.501521,-0.027696,0.035947,0.023375,-0.071035
0.031211,-0.055586,-0.000978,-0.411294,-0.459263,-0.017083,0.042940,0.001438,0.133178
0.031250,-0.076356,-0.005343,-0.428914,-0.466555,-0.050687,0.071665,-0.011465,-0.357855
0.031289,-0.041310,0.003932,-0.401101,-0.490739,-0.019580,0.096139,0.019408,-0.198452
0.031328,-0.064765,-0.011075,-0.427091,-0.465691,-0.058720,0.060506,0.035293,-0.026020
0.031367,-0.058997,0.007168,-0.410872,-0.446263,-0.020634,0.052922,0.028123,0.268107
0.031406,-0.061827,0.002059,-0.393424,-0.490240,-0.032486,0.045117,0.062653,0.740110
0.031445,-0.036739,0.011795,-0.412117,-0.464747,0.005022,0.060263,0.006338,-0.127161
0.031484,-0.050896,0.006053,-0.418631,-0.500358,-0.054470,-0.000252,0.040144,-0.030580
0.031523,-0.046321,0.018681,-0.392929,-0.508824,-0.021413,0.000354,0.026083,0.246885
0.031563,-0.037295,0.007021,-0.392971,-0.496249,-0.060016,0.055021,0.019222,-0.375772
0.031602,-0.062299,-0.019531,-0.397123,-0.465411,-0.026607,0.031977,0.053928,0.105294
0.031641,-0.056390,0.001385,-0.404523,-0.507790,-0.036599,0.030461,0.011586,0.407380
0.031680,-0.056948,-0.006932,-0.397417,-0.467847,-0.027824,0.036309,0.054083,-0.267292
0.031719,-0.049533,0.003081,-0.383965,-0.495128,0.000892,-0.020557,0.030483,-0.127340
0.031758,-0.050617,0.009690,-0.385649,-0.512306,-0.023705,0.012675,0.055404,-0.409288
0.031797,-0.067606,-0.005300,-0.371524,-0.520826,-0.022775,-0.027855,0.054308,0.177092
0.031836,-0.047654,0.000456,-0.364693,-0.504351,-0.000006,0.013703,0.010486,0.179187
0.031875,-0.039817,-0.003386,-0.388254,-0.518830,-0.019387,-0.019956,0.038862,0.004704
0.031914,-0.043827,-0.003724,-0.370258,-0.502417,-0.090293,0.026138,0.031968,-0.080812
0.031953,-0.043938,0.000295,-0.390722,-0.483020,-0.030821,0.005132,0.021214,0.207982
0.031992,-0.048745,-0.000709,-0.397418,-0.515737,-0.067553,0.051205,0.028081,-0.007150
0.032031,-0.040255,0.010831,-0.387849,-0.497794,0.011824,-0.026427,0.011321,0.226962
0.032070,-0.056494,0.009814,-0.362784,-0.493726,-0.057171,-0.018728,0.066956,0.658901
0.032109,-0.054270,-0.002980,-0.349777,-0.525023,-0.016918,-0.039666,0.065564,0.192646
0.032148,-0.058629,-0.005152,-0.363200,-0.498900,0.020557,-0.031913,0.050825,0.626995
0.032188,-0.046956,-0.001890,-0.371122,-0.524550,-0.001820,-0.059656,0.025757,0.710387
0.032227,-0.054205,0.010618,-0.353400,-0.511907,0.002663,-0.047750,0.008620,0.228194
0.032266,-0.041332,0.005864,-0.362629,-0.501156,-0.003334,-0.113937,0.002018,-0.614993
0.032305,-0.047756,-0.001336,-0.355769,-0.495024,-0.015981,-0.074110,0.023251,0.083189
0.032344,-0.047255,0.006379,-0.347413,-0.496731,-0.046713,-0.067051,0.052369,0.730759
0.032383,-0.052561,0.005541,-0.341197,-0.479227,-0.018845,-0.074337,0.017640,0.386356
0.032422,-0.063784,-0.006147,-0.332695,-0.506815,-0.026753,-0.052503,0.059437,-0.391903
0.032461,-0.058062,-0.011272,-0.354126,-0.488722,-0.004022,-0.107373,0.021458,0.180849
0.032500,-0.032040,0.010341,-0.361586,-0.497736,0.007684,-0.081277,0.010652,0.151678
0.032539,-0.030445,-0.005989,-0.346371,-0.519800,-0.014454,-0.110418,0.016348,-0.099787
0.032578,-0.038277,0.001206,-0.322575,-0.511072,-0.019293,-0.066186,0.024718,0.376086
0.032617,-0.049829,0.008367,-0.332376,-0.507638,-0.023649,-0.126752,0.002272,0.408015
0.032656,-0.040050,-0.000811,-0.321426,-0.470687,0.011186,-0.112929,0.051617,-0.065421
0.032695,-0.043527,-0.004172,-0.335973,-0.504417,-0.053052,-0.114727,0.026458,-0.349326
0.032734,-0.044579,-0.032333,-0.336291,-0.504052,-0.014230,-0.110044,0.032178,0.199076
0.032773,-0.039002,0.009517,-0.319255,-0.516691,-0.015224,-0.129855,0.032456,-0.030499
0.032813,-0.049079,0.010220,-0.320383,-0.483236,-0.019382,-0.139983,0.063114,0.242410
0.032852,-0.057655,0.008687,-0.333302,-0.491696,-0.025906,-0.101666,0.030037,-0.520796
0.032891,-0.056548,0.004355,-0.307862,-0.498944,-0.024916,-0.147176,0.035657,-0.292107
0.032930,-0.051696,0.000563,-0.306349,-0.527298,-0.027366,-0.190429,0.035818,-0.132974
0.032969,-0.042408,0.015969,-0.300043,-0.507133,-0.005622,-0.178667,0.041560,0.305583
0.033008,-0.052061,0.011018,-0.316688,-0.516220,0.005995,-0.210952,0.038446,-0.055605
0.033047,-0.053099,0.009862,-0.302126,-0.484205,-0.011014,-0.153662,0.009974,0.345054
0.033086,-0.035765,0.006343,-0.301126,-0.507473,-0.014580,-0.136347,0.037065,0.310255
0.033125,-0.042728,0.003206,-0.287509,-0.468504,-0.019003,-0.178690,0.057454,-0.208212
0.033164,-0.069033,0.004284,-0.305265,-0.468674,-0.021547,-0.150863,0.021663,0.431180
0.033203,-0.045819,0.010054,-0.295307,-0.460527,-0.036915,-0.164948,0.035216,-0.020791
0.033242,-0.047545,0.008548,-0.313870,-0.441582,-0.013067,-0.176121,0.029308,-0.142726
0.033281,-0.057906,0.017094,-0.298920,-0.481020,0.006388,-0.173492,0.011830,0.472712
0.033320,-0.040687,0.000499,-0.294019,-0.497646,0.007397,-0.206699,0.036740,0.483643
0.033359,-0.043813,0.012726,-0.287351,-0.472742,-0.031012,-0.181776,0.035095,0.587325
0.033398,-0.052307,0.006545,-0.293146,-0.460269,-0.027494,-0.200707,0.041826,0.198792
0.033438,-0.048913,-0.002644,-0.280678,-0.457058,-0.004584,-0.171587,0.034737,-0.056188
0.033477,-0.041160,-0.008301,-0.266174,-0.445300,0.018924,-0.238237,0.034417,0.598813
0.033516,-0.034298,0.005100,-0.264218,-0.447519,0.478022,-0.245559,-0.004891,0.245052
0.033555,-0.025273,0.007212,-0.276106,-0.453656,1.097387,-0.241410,0.066524,0.026368
0.033594,-0.063680,0.007057,-0.269562,-0.427993,0.644512,-0.279741,0.045279,-0.177335
0.033633,-0.035115,0.003311,-0.263871,-0.435258,-0.387865,-0.206954,0.025577,-0.105824
0.033672,-0.056575,0.003684,-0.270391,-0.419070,-0.996799,-0.252474,0.023280,-0.678199
0.033711,-0.041924,0.029535,-0.254306,-0.451056,-0.622468,-0.269291,0.040231,0.321107
0.033750,-0.049002,0.005683,-0.254728,-0.453686,0.318827,-0.268196,0.031563,0.240396
0.033789,-0.075044,0.013757,-0.255946,-0.456362,0.904137,-0.308218,0.031484,0.097624
0.033828,-0.053318,0.004515,-0.261377,-0.419862,0.578031,-0.262515,0.044127,0.412651
0.033867,-0.045018,0.000955,-0.237905,-0.449274,-0.234486,-0.246354,0.043315,0.385373
0.033906,-0.048423,0.011427,-0.256731,-0.412228,-0.793169,-0.222356,0.061510,-0.414708
0.033945,-0.028593,0.018158,-0.239760,-0.408266,-0.571953,-0.319293,0.027421,-0.273403
0.033984,-0.023830,0.024622,-0.243042,-0.390717,0.195259,-0.295378,0.019328,0.244045
0.034023,-0.047791,0.021886,-0.247990,-0.398550,0.757501,-0.345205,0.034999,0.348569
0.034063,-0.050096,0.020566,-0.228755,-0.406644,0.576496,-0.351956,0.003272,0.409393
0.034102,-0.039738,0.007313,-0.234903,-0.410238,-0.110325,-0.307409,0.028883,0.016126
0.034141,-0.050916,0.010842,-0.213203,-0.403245,-0.634522,-0.294508,0.038634,-0.118257
0.034180,-0.052261,0.015909,-0.217043,-0.368330,-0.504897,-0.254518,0.031939,-0.559089
0.034219,-0.042356,-0.011191,-0.236273,-0.390185,0.118724,-0.303221,0.059620,0.280056
0.034258,-0.033556,0.011504,-0.206993,-0.374224,0.600381,-0.309487,0.034962,-0.230136
0.034297,-0.040542,-0.002608,-0.220821,-0.373156,0.467588,-0.307780,0.030291,-0.122930
0.034336,-0.045925,0.016565,-0.204783,-0.376375,-0.017456,-0.266463,0.040480,0.531663
0.034375,-0.038173,-0.007452,-0.228536,-0.372965,-0.472830,-0.372715,0.017109,0.315645
0.034414,-0.058234,0.012459,-0.217800,-0.371774,-0.462668,-0.337597,0.078303,-0.209909
0.034453,-0.058952,-0.009629,-0.203065,-0.346498,0.024814,-0.353772,0.015525,0.028183
0.034492,-0.049652,0.008315,-0.210002,-0.353168,0.476398,-0.363829,0.058690,-0.442724
0.034531,-0.030390,0.020763,-0.199607,-0.319027,0.443274,-0.341873,0.048652,0.014516
0.034570,-0.062606,0.010334,-0.200722,-0.336779,0.036831,-0.303464,0.004117,0.364756
0.034609,-0.054315,0.010254,-0.159040,-0.342663,-0.370937,-0.348920,0.030761,0.030062
